TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
GO:0005858	axonemal dynein complex	0.000260467592210704	-8.25303211061088	27	25	0.00142231325027024	17577	28799	227058,242253,237806,76670,68922,381917,110083,381738,327954,13417,211535,13427,242584,105000,330355,69926,110084,432611,56087,105833,627872,73412,100101919,320662,110082	Dnah7b,Dnai3,Dnah9,Cfap70,Dnai1,Dnah3,Dnah12,Drc1,Dnah2,Dnah8,Odad1,Dync1i2,Dnai4,Dnal1,Dnah6,Dnah17,Dnah1,Dnai2,Dnah10,Ccdc65,Dnah7a,Nme8,Dnah7c,Dnai7,Dnah5
GO:0099523	presynaptic cytosol	0.000301415345426409	-8.10702135924442	47	40	0.00227570120043238	17577	28799	108100,104069,66725,22196,78808,56695,111173,19063,170930,12314,18754,56469,17357,77531,215351,20610,15114,327814,268882,54189,51789,19057,22218,17118,20404,94090,18752,14299,15481,12322,65106,66315,229615,15194,18750,12307,320213,18751,13017,233908	Baiap2,Sncb,Lrrk2,Ube2i,Stxbp5,Pnkd,Erc1,Ppt1,Sumo2,Calm2,Prkce,Pias1,Marcksl1,Anks1b,Senp6,Sumo3,Hap1,Ppfia2,Fbxo45,Rabep1,Tnk2,Ppp3cc,Sumo1,Marcks,Sh3gl2,Trim9,Prkcg,Ncs1,Hspa8,Camk2a,Arl6ip5,Senp7,Pias3,Htt,Prkca,Calb1,Senp5,Prkcb,Ctbp2,Fus
GO:1990752	microtubule end	0.000331193271988721	-8.01280844970322	35	31	0.0017636684303351	17577	28799	83679,13518,210356,70218,269713,78785,67886,100732,109359,73804,105439,380969,78906,13191,75991,66411,214444,75786,76499,56430,12316,24064,76686,212307,78926,227634,101706,237891,13589,51944,260315	Pde4dip,Dst,Nckap5,Kif18b,Clip2,Clip4,Camsap2,Mapre3,Abraxas2,Kif2c,Slain1,Nckap5l,Misp,Dctn1,Slain2,Tbcb,Cdk5rap2,Ckap5,Clasp2,Clip1,Aspm,Spry2,Clip3,Mapre2,Gas2l1,Camsap1,Numa1,Gas2l2,Mapre1,Knstrn,Nav3
GO:0099243	extrinsic component of synaptic membrane	0.000331193271988721	-8.01280844970322	35	31	0.0017636684303351	17577	28799	19157,78808,245684,230904,21844,13016,12929,23964,50849,20616,50791,71770,18673,217480,72685,12260,53324,20614,12259,116837,232910,100986,244723,11773,56177,320127,319922,67112,223254,233489,12386	Cyth1,Stxbp5,Cnksr2,Fbxo2,Tiam1,Ctbp1,Crkl,Tenm2,Rnf10,Snap91,Magi2,Ap2b1,Phb1,Dgkb,Dnajc6,C1qb,Nptx2,Snap25,C1qa,Rims1,Ap2s1,Akap9,Olfm2,Ap2m1,Olfm1,Dgki,Vwc2,Fgf22,Farp1,Picalm,Ctnna2
GO:0005637	nuclear inner membrane	0.000333336660891568	-8.00635758502537	39	34	0.00193434602036753	17577	28799	68294,17125,17127,93759,16906,21917,74122,19165,16438,106582,52837,622554,19225,14602,223697,380664,244745,320022,78943,98386,76407,65103,52668,77053,74401,76426,16510,330189,230917,224640,381510,20462,320752,12390	Mfsd10,Smad1,Smad3,Sirt1,Lmnb1,Tmpo,Tmem43,Psen2,Itpr1,Nrm,Tmx4,Majin,Ptgs2,Ghrhr,Sun2,Lemd3,Dpy19l1,Terb1,Ern1,Lbr,Sun5,Arl6ip6,Ifi27,Sun1,Terb2,Fam209,Kcnh1,Tmem120b,Tmem201,Lemd2,Dpy19l4,Tra2b,Dpy19l2,Cav2
GO:1904949	ATPase complex	0.000363007319180089	-7.92108756087215	149	111	0.00631507083119986	17577	28799	11974,105246,57376,56456,73834,66335,56200,17913,11975,28080,66237,227195,19646,93760,11984,23942,67019,217578,72057,195040,77045,27425,13445,338375,11461,58198,22632,319955,93762,83797,20479,75560,74915,77044,93696,83796,11964,229542,67126,70127,216848,330409,435376,242341,110052,100683,17191,110935,68094,66233,11957,68055,234366,108664,71406,70823,23837,116871,433759,66043,14025,17192,15182,243842,76252,104457,268996,18432,235134,239985,19708,71679,67155,26992,29861,68775,116733,228033,59001,116870,56207,70103,21871,11966,68142,66471,245688,233532,81898,225280,269610,58208,22385,110854,83766,11950,107932,66993,66290,56505,66923,207165,140494,70495,66144,93761,20587,210982,81601,20588,116848	Atp6v0e,Brd9,Smarce1,Actl6a,Atp6v1d,Atp6v1c1,Ddx21,Myo1c,Atp6v0a1,Atp5po,Atp6v1g2,Ino80d,Rbbp4,Arid1a,Atp6v0c,Mta2,Actr6,Baz1a,Phf10,Tmem199,Bcl7a,Atp5mg,Cdk2ap1,Atp6v1g3,Actb,Sall1,Yy1,Ercc6,Smarca5,Smarcd1,Vps4b,Ep400,Atp6v1e2,Arid2,Chrac1,Smarcd2,Atp6v1a,Gatad2b,Atp5f1e,Dpf3,Chd3,Cecr2,Atp6ap1l,Atp6v0d2,Dek,Trrap,Mbd2,Atp6v1b1,Smarcc2,Dmap1,Atp5pf,Dmac2l,Gatad2a,Atp6v1h,Spaar,Hmgxb4,Cfdp1,Mta3,Hdac1,Atp5f1d,Bcl11a,Mbd3,Hdac2,Bicra,Atp6v0e2,0610010K14Rik,Ss18,Mybbp1a,Nfrkb,Arid1b,Dpf2,Atp5pd,Smarca2,Brd7,Dpf1,Atp6v1c2,Vps4a,Atp5mc3,Pole3,Mta1,Uchl5,Znhit1,Atp6v0a2,Atp6v1b2,Ino80,Anp32e,Rbbp7,Rsf1,Sf3b1,Ino80c,Chd5,Bcl11b,Baz1b,Ptpa,Actl6b,Atp5pb,Chd4,Smarcd3,Atp6v1g1,Ruvbl1,Pbrm1,Bptf,Atp6v0a4,Atp6ap2,Atp6v1f,Smarca1,Smarcb1,Bicral,Kat5,Smarcc1,Baz2a
GO:0035371	microtubule plus-end	0.000397219813920569	-7.83102074304807	26	24	0.00136542072025943	17577	28799	76686,212307,76499,56430,75786,66411,214444,101706,237891,51944,13589,78926,100732,269713,70218,78785,210356,13518,83679,75991,13191,380969,105439,73804	Clip3,Mapre2,Clasp2,Clip1,Ckap5,Tbcb,Cdk5rap2,Numa1,Gas2l2,Knstrn,Mapre1,Gas2l1,Mapre3,Clip2,Kif18b,Clip4,Nckap5,Dst,Pde4dip,Slain2,Dctn1,Nckap5l,Slain1,Kif2c
GO:0001669	acrosomal vesicle	0.000406230011252374	-7.80859102860192	170	125	0.0071115662513512	17577	28799	242851,70375,101055983,54608,66712,20482,69032,56746,69987,171543,214704,73456,16514,71233,14827,17970,83491,77031,22116,319448,84092,13052,71841,15212,109700,67331,67753,53857,16615,12344,12317,12215,28105,69376,13121,20690,268958,67407,223825,12311,74354,20907,75671,18551,12909,12389,75622,12390,329954,241116,11470,16949,21871,11642,75667,208908,78124,21463,75526,75140,69444,69286,22789,11495,71099,74468,268591,109685,66742,13000,15504,20615,21821,76856,13489,71037,20276,242646,78634,56872,17766,69982,13036,13382,76464,19339,16412,21884,14252,12385,13646,50525,71062,74362,77485,53604,320571,16590,75002,105670,16619,17221,20408,381350,105511,666173,433700,16616,85031,278203,67652,67402,20928,78052,78829,16613,78128,22114,69481,74286,74222,232664,74915,21390,20527	Gnat3,Ica1l,Gm14569,Abhd2,Spesp1,Skil,Lyzl4,Tex101,Spaca9,Bmf,Iqub,Izumo1,Kcnj11,Enkur,Pdia3,Ncf2,Pramel1,Slc9a8,Tsks,Fndc3a,Usp8,Cxadr,Tcp11x2,Hexb,Itga1,Atp8b3,Eqtn,Tuba8,Klk1b16,Capza3,Calr,Bsg,Trim36,Zpbp2,Cyp51,Spam1,Capn11,Cylc1,Mroh2b,Calcr,Lrguk,Stx1a,Tex22,Pcsk4,Crcp,Cav1,Spaca3,Cav2,Catsper4,Cfap65,Actl7a,Loxl1,Atp6v0a2,Akap3,Tmem225,Ccdc62,Spata31,Tcp11,Eppin,Slxl1,Lyzl6,Glipr1l1,Zp3r,Adam2,Tssk4,Hyal5,Serpina5,Hyal3,Cypt1,Csnk2a2,Dnajb3,Snapin,Ift88,Catsper3,Drd2,Prss55,Scnn1a,Dynlt4,Spaca7,Pate4,Nudt1,Spink2,Ctsh,Dld,Knl1,Rab3a,Itgb1,Fabp9,Flot2,Ctnna1,Klk1b22,Spag6l,Tekt3,Spag17,Stk31,Zpbp,Atp8b5,Kit,Tmprss12,Rcbtb2,Klk1b27,Cd46,Sh3gl3,Spag6,Fam170b,Vps13b,Spag8,Klk1b21,Pla1a,Spaca5,Spaca1,Txndc8,Abcc9,Tmem190,Tsc22d4,Klk1b11,Spag11a,Tssk1,Actl9,Tbc1d21,Septin14,Ccdc136,Atp6v1e2,Tbxa2r,Slc2a3
GO:0045111	intermediate filament cytoskeleton	0.000414326388779504	-7.78885651605175	176	129	0.00733913637139444	17577	28799	24086,105732,16681,16668,12365,20167,69533,12075,100019,14027,71888,68484,16667,17427,68239,192197,64818,15398,26560,105866,97827,16679,13346,17387,70843,13548,22352,56735,18040,16671,210274,380684,19041,239673,68828,100017,71623,110308,70810,16906,14580,110310,228071,208177,406220,16678,15481,19132,67451,17918,16666,332131,77055,18008,268481,18754,94179,76654,18810,237934,15558,73737,16669,16687,18102,13527,406221,11540,22224,432987,109052,170656,223917,320864,66809,114566,50775,19361,16664,210009,50774,16665,11426,102414,71369,244667,107993,217335,107656,223915,268482,320678,108689,16905,71363,109620,20513,83431,18417,67155,76854,13518,93687,16675,16680,77832,18546,227753,14609,16682,233335,18186,74071,170657,13405,16418,109333,406219,75706,74127,57230,212632,18171,16691,224938,55963,100462664,319565,18039	Tlk2,Fam83h,Krt2,Krt18,Casp14,Rtn2,Krtap26-1,Bfsp1,Mdn1,Evpl,Krt33a,Krtap6-5,Krt17,Mns1,Krt42,Bcas3,Krt81,Hoxa13,Krtap15-1,Krt72,Exd2,Krt86,Des,Mmp14,Krt28,Dyrk1a,Vim,Krt71,Nefm,Krt33b,Shank2,Nefh,Ppl,Krt90,Sync,Ldlrap1,Krtap5-2,Krt5,Krt25,Lmnb1,Gfap,Krt7,Sestd1,Phldb2,Krt77,Krt1,Hspa8,Prph,Pkp2,Myo5a,Krt16,Krt78,Krt76,Nes,Krt222,Prkce,Krt23,Upp2,Plec,Krt39,Htr2a,Bbln,Krt19,Krt6a,Nme1,Dtna,Krt40,Adora2a,Usp10,Gm5478,Krt75,Krtap21-1,Krt79,Krt26,Krt20,Krt82,Krtap5-4,Rad51,Krt14,Mtrr,Krtap5-1,Krt15,Macf1,Clk3,Krtap16-3,Disc1,Bfsp2,Fbf1,Krt9,Krt73,Krt12,Iffo1,Stn1,Lmna,Krtap7-1,Dsp,Slc1a6,Ndel1,Cldn11,Smarca2,Gper1,Dst,Csnk1a1,Krt27,Krt84,Tchp,Pcp4,Gsn,Gja1,Krt4,Synm,Nrp1,Lmntd1,Krtap19-1,Dmd,Eif6,Pkn2,Krt87,Krt24,Krt80,Sap30bp,Iffo2,Nr1i2,Krt8,Pja2,Slc1a4,Krtap29-1,Syne2,Nefl
GO:0032153	cell division site	0.000424582628998737	-7.76440392098106	64	52	0.0029584115605621	17577	28799	56044,17882,24050,320795,65970,18951,54204,59003,68166,73844,72425,109299,233276,74222,51885,73728,259279,59069,11852,15561,53869,234353,70527,20362,19200,11848,74002,77579,67653,56419,15896,235072,17886,234857,11845,11853,109333,13605,52398,215445,229906,103080,53860,26934,107589,18016,18310,20166,20737,17283,12704,268451	Rala,Myh2,Septin3,Pkn1,Lima1,Septin5,Septin1,Maea,Spire1,Ankrd45,Katnbl1,Tmem250,Tubgcp5,Septin14,Tubgcp4,Psd,Tubgcp3,Tpm3,Rhob,Htr3a,Rab11a,Psd3,Stambp,Septin8,Pstpip1,Rhoa,Psd2,Myh10,4930544G11Rik,Diaph3,Icam2,Septin7,Myh9,Spire2,Arf6,Rhoc,Pkn2,Ect2,Septin11,Rab11fip3,Gtf2b,Septin10,Septin9,Racgap1,Mylk,Nf2,Or2a7,Rtkn,Spn,Men1,Cit,Rab11fip4
