TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
R-MMU-5669034	TNFs bind their physiological receptors	0.99999999998198	-1.80196972630525e-11	26	0	0	20	8672
R-MMU-72766	Translation	0.999999999982003	-1.79975348358658e-11	128	0	0	20	8672
R-MMU-2500257	Resolution of Sister Chromatid Cohesion	0.999999999982003	-1.79965506433277e-11	103	0	0	20	8672
R-MMU-211000	Gene Silencing by RNA	0.999999999982003	-1.79965506433277e-11	103	0	0	20	8672
R-MMU-418889	Ligand-independent caspase activation via DCC	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-1059683	Interleukin-6 signaling	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-110357	Displacement of DNA glycosylase by APEX1	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-432047	Passive transport by Aquaporins	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-209968	Thyroxine biosynthesis	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-170660	Adenylate cyclase activating pathway	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-425381	Bicarbonate transporters	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-419408	Lysosphingolipid and LPA receptors	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-156588	Glucuronidation	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-2022857	Keratan sulfate degradation	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-2470946	Cohesin Loading onto Chromatin	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-844456	The NLRP3 inflammasome	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-71336	Pentose phosphate pathway (hexose monophosphate shunt)	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-450341	Activation of the AP-1 family of transcription factors	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-5666185	RHO GTPases Activate Rhotekin and Rhophilins	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-174437	Removal of the Flap Intermediate from the C-strand	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-418592	ADP signalling through P2Y purinoceptor 1	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-420029	Tight junction interactions	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-373753	Nephrin interactions	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-428643	Organic anion transporters	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-1300642	Sperm Motility And Taxes	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-399997	Acetylcholine regulates insulin secretion	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-3371568	Attenuation phase	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-3215018	Processing and activation of SUMO	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-75108	Activation, myristolyation of BID and translocation to mitochondria	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-2151209	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-381038	XBP1(S) activates chaperone genes	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-5620922	BBSome-mediated cargo-targeting to cilium	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-112308	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-1358803	Downregulation of ERBB2:ERBB3 signaling	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-192456	Digestion of dietary lipid	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-1834941	STING mediated induction of host immune responses	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-389887	Beta-oxidation of pristanoyl-CoA	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-73614	Pyrimidine salvage reactions	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-2197563	NOTCH2 intracellular domain regulates transcription	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-419812	Calcitonin-like ligand receptors	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-1660517	Synthesis of PIPs at the late endosome membrane	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-8854691	Interleukin-19, 20, 22, 24	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-5173214	O-glycosylation of TSR domain-containing proteins	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-140534	Ligand-dependent caspase activation	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-1855167	Synthesis of pyrophosphates in the cytosol	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-5625900	RHO GTPases activate CIT	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-5218900	CASP8 activity is inhibited	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-111367	SLBP independent Processing of Histone Pre-mRNAs	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-69416	Dimerization of procaspase-8	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-74749	Signal attenuation	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-3371378	Regulation by c-FLIP	0.999999999982007	-1.79931921925172e-11	10	0	0	20	8672
R-MMU-163358	PKA-mediated phosphorylation of key metabolic factors	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-379397	Enzymatic degradation of dopamine by COMT	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-141333	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-75102	C6 deamination of adenosine	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-73942	DNA Damage Reversal	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-141334	PAOs oxidise polyamines to amines	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-916853	Degradation of GABA	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-351143	Agmatine biosynthesis	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-171319	Telomere Extension By Telomerase	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-73943	Reversal of alkylation damage by DNA dioxygenases	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-165160	PDE3B signalling	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-75064	mRNA Editing: A to I Conversion	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-3296197	Hydroxycarboxylic acid-binding receptors	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-73843	5-Phosphoribose 1-diphosphate biosynthesis	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-432030	Transport of glycerol from adipocytes to the liver by Aquaporins	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-452723	Transcriptional regulation of pluripotent stem cells	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-5357572	Lysosomal glycogen catabolism	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-72200	mRNA Editing: C to U Conversion	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-1483152	Hydrolysis of LPE	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-69560	Transcriptional activation of p53 responsive genes	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-379398	Enzymatic degradation of Dopamine by monoamine oxidase	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-187015	Activation of TRKA receptors	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-379724	tRNA Aminoacylation	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-77042	Formation of editosomes by ADAR proteins	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-5652227	Fructose biosynthesis	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-111452	Activation and oligomerization of BAK protein	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-381042	PERK regulates gene expression	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-6803211	TP53 Regulates Transcription of Death Receptors and Ligands	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-888568	GABA synthesis	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-177162	Conjugation of phenylacetate with glutamine	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-1299316	TWIK-releated acid-sensitive K+ channel (TASK)	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-480985	Synthesis of dolichyl-phosphate-glucose	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-169911	Regulation of Apoptosis	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-2408557	Selenocysteine synthesis	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-190872	Transport of connexons to the plasma membrane	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-75896	Plasmalogen biosynthesis	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-8854521	Interaction between PHLDA1 and AURKA	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-1300652	Sperm:Oocyte Membrane Binding	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-163754	Insulin effects increased synthesis of Xylulose-5-Phosphate	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-111457	Release of apoptotic factors from the mitochondria	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-69895	Transcriptional  activation of  cell cycle inhibitor p21	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-187042	TRKA activation by NGF	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-73930	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-1369007	Mitochondrial ABC transporters	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-380612	Metabolism of serotonin	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-141424	Amplification of signal from the kinetochores	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-203754	NOSIP mediated eNOS trafficking	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-70688	Proline catabolism	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-1614603	Cysteine formation from homocysteine	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-392023	Adrenaline signalling through Alpha-2 adrenergic receptor	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-163316	Mitochondrial transcription termination	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-428559	Proton-coupled neutral amino acid transporters	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-111995	phospho-PLA2 pathway	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-68881	Mitotic Metaphase/Anaphase Transition	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-205017	NFG and proNGF binds to p75NTR	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-71737	Pyrophosphate hydrolysis	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-1483101	Synthesis of PS	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-75094	Formation of the Editosome	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-114294	Activation, translocation and oligomerization of BAX	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-177128	Conjugation of salicylate with glycine	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-211163	AKT-mediated inactivation of FOXO1A	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	0.999999999982102	-1.78980408044568e-11	2	0	0	20	8672
R-MMU-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	0.999999999982173	-1.78265254636337e-11	72	0	0	20	8672
R-MMU-69300	Removal of licensing factors from origins	0.999999999982173	-1.78265254636337e-11	72	0	0	20	8672
R-MMU-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	0.999999999982173	-1.78265254636337e-11	72	0	0	20	8672
R-MMU-937061	TRIF-mediated TLR3/TLR4 signaling	0.999999999982173	-1.78265254636337e-11	72	0	0	20	8672
R-MMU-5619507	Activation of HOX genes during differentiation	0.999999999982221	-1.77788898442017e-11	129	0	0	20	8672
R-MMU-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	0.999999999982221	-1.77788898442017e-11	129	0	0	20	8672
R-MMU-380284	Loss of proteins required for interphase microtubule organization from the centrosome	0.999999999982257	-1.77430281621011e-11	67	0	0	20	8672
R-MMU-380259	Loss of Nlp from mitotic centrosomes	0.999999999982257	-1.77430281621011e-11	67	0	0	20	8672
R-MMU-68867	Assembly of the pre-replicative complex	0.999999999982257	-1.77430281621011e-11	67	0	0	20	8672
R-MMU-73886	Chromosome Maintenance	0.999999999982257	-1.77430281621011e-11	67	0	0	20	8672
R-MMU-5693532	DNA Double-Strand Break Repair	0.999999999983079	-1.6920870057463e-11	133	0	0	20	8672
R-MMU-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	0.999999999983227	-1.67730667557476e-11	86	0	0	20	8672
R-MMU-5368287	Mitochondrial translation	0.999999999983227	-1.67730667557476e-11	86	0	0	20	8672
R-MMU-72163	mRNA Splicing - Major Pathway	0.999999999983425	-1.65747934760619e-11	168	0	0	20	8672
R-MMU-5617833	Cilium Assembly	0.999999999983425	-1.65747934760619e-11	168	0	0	20	8672
R-MMU-166786	Creation of C4 and C2 activators	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-171007	p38MAPK events	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-193144	Estrogen biosynthesis	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-174430	Telomere C-strand synthesis initiation	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-2161522	Abacavir transport and metabolism	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-2995410	Nuclear Envelope Reassembly	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-1663150	The activation of arylsulfatases	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-5357786	TNFR1-induced proapoptotic signaling	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-195399	VEGF binds to VEGFR leading to receptor dimerization	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-416550	Sema4D mediated inhibition of cell attachment and migration	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-2393930	Phosphate bond hydrolysis by NUDT proteins	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-5658623	FGFRL1 modulation of FGFR1 signaling	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-351906	Apoptotic cleavage of cell adhesion  proteins	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-427601	Multifunctional anion exchangers	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-400451	Free fatty acids regulate insulin secretion	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-1300644	Interaction With The Zona Pellucida	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-5689877	Josephin domain DUBs	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-2995383	Initiation of Nuclear Envelope Reformation	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-196108	Pregnenolone biosynthesis	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-201688	WNT mediated activation of DVL	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-450520	HuR (ELAVL1) binds and stabilizes mRNA	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-112411	MAPK1 (ERK2) activation	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-5652084	Fructose metabolism	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-5576886	Phase 4 - resting membrane potential	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-198323	AKT phosphorylates targets in the cytosol	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-193634	Axonal growth inhibition (RHOA activation)	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-448424	Interleukin-17 signaling	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-163765	ChREBP activates metabolic gene expression	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-446210	Synthesis of UDP-N-acetyl-glucosamine	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-1483115	Hydrolysis of LPC	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-2514853	Condensation of Prometaphase Chromosomes	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-70635	Urea cycle	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-2046105	Linoleic acid (LA) metabolism	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-5625970	RHO GTPases activate KTN1	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-203927	MicroRNA (miRNA) biogenesis	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-1912408	Pre-NOTCH Transcription and Translation	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-190377	FGFR2b ligand binding and activation	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-210747	Regulation of gene expression in early pancreatic precursor cells	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-190873	Gap junction degradation	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-390696	Adrenoceptors	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-70921	Histidine catabolism	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-77111	Synthesis of Ketone Bodies	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-1250342	PI3K events in ERBB4 signaling	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-166665	Terminal pathway of complement	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-194313	VEGF ligand-receptor interactions	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-389397	Orexin and neuropeptides FF and QRFP bind to their respective receptors	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-189085	Digestion of dietary carbohydrate	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-72731	Recycling of eIF2:GDP	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-173623	Classical antibody-mediated complement activation	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-444821	Relaxin receptors	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-390471	Association of TriC/CCT with target proteins during biosynthesis	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-428930	Thromboxane signalling through TP receptor	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-83936	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-68952	DNA replication initiation	0.999999999983538	-1.64620610158562e-11	8	0	0	20	8672
R-MMU-5688426	Deubiquitination	0.999999999983649	-1.63511339287759e-11	237	0	0	20	8672
R-MMU-68886	M Phase	0.999999999983708	-1.62922232148009e-11	247	0	0	20	8672
R-MMU-195258	RHO GTPase Effectors	0.999999999983708	-1.62922232148009e-11	247	0	0	20	8672
R-MMU-109704	PI3K Cascade	0.999999999983798	-1.62022267117558e-11	80	0	0	20	8672
R-MMU-975155	MyD88 dependent cascade initiated on endosome	0.999999999983798	-1.62022267117558e-11	80	0	0	20	8672
R-MMU-351202	Metabolism of polyamines	0.999999999983798	-1.62022267117558e-11	80	0	0	20	8672
R-MMU-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	0.999999999983798	-1.62022267117558e-11	80	0	0	20	8672
R-MMU-446728	Cell junction organization	0.999999999984171	-1.58285219668389e-11	66	0	0	20	8672
R-MMU-69656	Cyclin A:Cdk2-associated events at S phase entry	0.999999999984171	-1.58285219668389e-11	66	0	0	20	8672
R-MMU-174154	APC/C:Cdc20 mediated degradation of Securin	0.999999999984171	-1.58285219668389e-11	66	0	0	20	8672
R-MMU-69202	Cyclin E associated events during G1/S transition	0.999999999984171	-1.58285219668389e-11	66	0	0	20	8672
R-MMU-2980736	Peptide hormone metabolism	0.999999999984171	-1.58285219668389e-11	66	0	0	20	8672
R-MMU-3247509	Chromatin modifying enzymes	0.999999999984266	-1.5733962190908e-11	191	0	0	20	8672
R-MMU-4839726	Chromatin organization	0.999999999984266	-1.5733962190908e-11	191	0	0	20	8672
R-MMU-2672351	Stimuli-sensing channels	0.999999999984378	-1.5621572231599e-11	95	0	0	20	8672
R-MMU-109703	PKB-mediated events	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-8948216	Collagen chain trimerization	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-982772	Growth hormone receptor signaling	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-112040	G-protein mediated events	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-5696395	Formation of Incision Complex in GG-NER	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-446652	Interleukin-1 signaling	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-1236974	ER-Phagosome pathway	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-774815	Nucleosome assembly	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-606279	Deposition of new CENPA-containing nucleosomes at the centromere	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-6811440	Retrograde transport at the Trans-Golgi-Network	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-1236394	Signaling by ERBB4	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	0.999999999984397	-1.56026833761164e-11	41	0	0	20	8672
R-MMU-2559582	Senescence-Associated Secretory Phenotype (SASP)	0.999999999984682	-1.53179115530121e-11	68	0	0	20	8672
R-MMU-5357801	Programmed Cell Death	0.999999999984811	-1.51884655253724e-11	100	0	0	20	8672
R-MMU-163685	Integration of energy metabolism	0.999999999984811	-1.51884655253724e-11	100	0	0	20	8672
R-MMU-73894	DNA Repair	0.999999999984812	-1.51880897865993e-11	267	0	0	20	8672
R-MMU-450294	MAP kinase activation in TLR cascade	0.999999999984976	-1.5024355401849e-11	59	0	0	20	8672
R-MMU-5610785	GLI3 is processed to GLI3R by the proteasome	0.999999999984976	-1.5024355401849e-11	59	0	0	20	8672
R-MMU-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	0.999999999984976	-1.5024355401849e-11	59	0	0	20	8672
R-MMU-187577	SCF(Skp2)-mediated degradation of p27/p21	0.999999999984976	-1.5024355401849e-11	59	0	0	20	8672
R-MMU-5362517	Signaling by Retinoic Acid	0.999999999984981	-1.50189873641289e-11	49	0	0	20	8672
R-MMU-936837	Ion transport by P-type ATPases	0.999999999984981	-1.50189873641289e-11	49	0	0	20	8672
R-MMU-1638091	Heparan sulfate/heparin (HS-GAG) metabolism	0.999999999984981	-1.50189873641289e-11	49	0	0	20	8672
R-MMU-445717	Aquaporin-mediated transport	0.999999999984981	-1.50189873641289e-11	49	0	0	20	8672
R-MMU-1793185	Chondroitin sulfate/dermatan sulfate metabolism	0.999999999984981	-1.50189873641289e-11	49	0	0	20	8672
R-MMU-68877	Mitotic Prometaphase	0.999999999985008	-1.49921307979853e-11	111	0	0	20	8672
R-MMU-73923	Lipid digestion, mobilization, and transport	0.999999999985409	-1.45906034115559e-11	99	0	0	20	8672
R-MMU-1296071	Potassium Channels	0.999999999985409	-1.45906034115559e-11	99	0	0	20	8672
R-MMU-2990846	SUMOylation	0.999999999985409	-1.45906034115559e-11	99	0	0	20	8672
R-MMU-113418	Formation of the Early Elongation Complex	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-352230	Amino acid transport across the plasma membrane	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-1296065	Inwardly rectifying K+ channels	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-1170546	Prolactin receptor signaling	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-1222556	ROS, RNS production in phagocytes	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-397795	G-protein beta:gamma signalling	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-4085001	Sialic acid metabolism	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-5693537	Resolution of D-Loop Structures	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-4086398	Ca2+ pathway	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-192105	Synthesis of bile acids and bile salts	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-73933	Resolution of Abasic Sites (AP sites)	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
R-MMU-1236977	Endosomal/Vacuolar pathway	0.999999999985497	-1.45027161524884e-11	32	0	0	20	8672
